org_company_name;org_domain;org_category_list;org_category_group_list;org_uuid
Green Spider Design;greenspiderdesign.com;Content,Web Design,Web Hosting;Design,Internet Services,Media and Entertainment;cff0f6b9-6661-5b76-4241-50a5ca9885db
Fragment;fragmentlabs.com;Developer Tools,Software,Web Design,Web Development;Design,Software;d01cee40-d537-d14c-096f-ca923ca4570f
izahrul;imo.im;Messaging,Video Chat,VoIP;Information Technology,Internet Services,Messaging and Telecommunications;d05bdfac-5eb7-042d-eb7f-3b7573dd90cf
SpiderOak;spideroak.com;Enterprise Software,Open Source;Software;d0c8ad47-3ad6-10b4-f7a0-3eebad73d7b5
mscripts;mscripts.com;Mobile,Retail,Software;Commerce and Shopping,Mobile,Software;d0ef62a8-065d-1e88-8a89-34cf48f3032d
FantasyBook;fantasybookinc.com;Apps,Fantasy Sports,Sports;Apps,Gaming,Software,Sports;d10df16c-8a99-d327-f70c-de17b8a5e5f8
eblizz;eblizz.com;Digital Media,E-Commerce,Logistics,Social Media,Social Media Marketing,Software;Commerce and Shopping,Internet Services,Media and Entertainment,Sales and Marketing,Software,Transportation;d113fa50-5172-6dbb-6a4c-4b933e62ffff
ExpenseView.com;expenseview.com;Application Performance Management,Consumer Applications,Personal Finance;Apps,Data and Analytics,Financial Services,Software;d2af7b6d-9483-80d4-3c8b-a02837dc33a4
Apptio;apptio.com;Enterprise Software,Information Technology,SaaS;Information Technology,Software;d31df426-08ef-4021-624a-7e17430824e6
Eyealike;eyealike.com;Search Engine,Software,Visual Search;Internet Services,Software;d331099c-48ab-cde7-b509-e77a8208e7d3
Braintree;braintreepayments.com;Billing,Credit Cards,Payments;Financial Services,Lending and Investments,Payments,Software;d3923166-5f5b-0c2a-81cb-f2a0055233ff
Zimride;zimride.com;Ride Sharing,SaaS,Social Network;Internet Services,Software,Transportation;d3b7017a-07be-3855-dd92-da2a0908a83b
reCAPTCHA;recaptcha.net;Security;Privacy and Security;d3f31626-860a-1d8b-9843-1ff4955730b4
eduTecher;edutecher.net;EdTech,Education,Internet;Education,Internet Services,Software;d41b8b09-48e1-396e-2747-eca1c70d305c
Voxer LLC;voxer.com;Messaging,Mobile,Telecommunications;Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Mobile;d4200dc1-9498-be6c-6f4f-cfdf73c4bde5
Zepheira LLC;zepheira.com;Big Data,SaaS,Web Development;Data and Analytics,Software;d4df028e-4466-8f2e-25ed-52452820f5f5
Backblaze;backblaze.com;Cloud Data Services,Data Storage,Information Technology;Hardware,Information Technology,Internet Services,Software;d524da0e-235d-2c66-9449-2fe23aad662a
Cloud Four;cloudfour.com;Mobile,Web Development;Mobile,Software;d58ee826-4529-4b1f-63d8-004c0113f4b5
Neo4j;neo4j.com;Analytics,Big Data,Database,Enterprise Software;Data and Analytics,Software;d6061fb9-7f76-1c3d-d928-31e9dfe57527
Rover;roverapp.com;Android,Internet,iOS,Machine Learning,Mobile,Search Engine;Artificial Intelligence,Data and Analytics,Internet Services,Mobile,Platforms,Software;d62a5c5c-5881-6c3b-58cb-58b4659fe031
OrcaEyes;orcaeyes.com;SaaS,Software;Software;d64b4e60-826c-7b6b-a47f-ac0eb489c63c
Miami Instruments;miamiinstruments.com;Hardware,Software;Hardware,Software;d6552cb9-2e66-0c57-3fbd-3acdc423a8b3
Lava Row;lavarow.com;Consulting,Digital Media,Internet,Social Media;Internet Services,Media and Entertainment;d6579f4e-8086-6558-03cb-c916596b79e1
FID3;fid3.com;Data Mining,Database,SaaS;Data and Analytics,Information Technology,Software;d657fb05-64b2-3b11-fe86-6e06cd0fdffb
FaceFirst, Inc.;facefirst.com;Facial Recognition,Software;Data and Analytics,Software;d67871ca-51eb-1710-3bb5-50811065e35a
Ardent Support Technologies;ardentsupport.com;Data Center,Information Technology,Network Hardware;Hardware,Information Technology;d68ef771-5d69-6b5f-30af-de9c430e6804
Stormpulse;stormpulse.com;B2B,Enterprise Software,News;Content and Publishing,Media and Entertainment,Software;d6f08325-4b2d-7f15-c646-ec9327511b5c
151 Advisors;151advisors.com;Internet of Things,Management Consulting,Marketing,Mobile;Internet Services,Mobile,Professional Services,Sales and Marketing;d726d83b-a409-ffca-e20a-a16a15c3cd3b
Elegran;elegran.com;Property Management,Real Estate,Software Engineering;Real Estate,Science and Engineering,Software;d7333175-3a0b-f950-986b-4c2d240c2e22
SRG Technology;srgtech.com;Information Technology,Software;Information Technology,Software;d747c525-53fa-44b1-9b47-05394a9681b4
Sparta Science;spartascience.com;Computer,SaaS,Software;Consumer Electronics,Hardware,Software;d7718a9b-578b-a117-676a-24a732b88031
PlexLogic;metricscenter.net;Fashion,Security,Software,Test and Measurement;Clothing and Apparel,Data and Analytics,Design,Privacy and Security,Software;d875918c-2640-4a5a-8091-84949f19c31c
Mill River Labs;tradevibes.com;Database,Trading Platform,Venture Capital;Data and Analytics,Financial Services,Lending and Investments,Software;d8df4d27-60ad-a762-cc42-d5ea83e754e4
DECA;deca.tv;Digital Media,Education,Internet,Non Profit,Video;Education,Internet Services,Media and Entertainment,Video;d8f53718-45b7-b209-650c-45221dac1cde
Milton Security;miltonsecurity.com;Cyber Security,Homeland Security,Information Technology,Network Security;Information Technology,Privacy and Security;d9d3f18c-3e09-9c79-f7a4-33fd668065fe
BlueHaze;bluehaze.com;Apps,Concerts,iOS,Mobile,Music;Apps,Events,Media and Entertainment,Mobile,Music and Audio,Platforms,Software;da1beef4-2b80-2966-a43e-3e6273a471ae
We Are Hunted;wearehunted.com;Apps,Internet,Music,Software;Apps,Internet Services,Media and Entertainment,Music and Audio,Software;da2de086-02fd-0998-c798-2e44c54e9e2f
Ologeez;ologeez.org;Collaboration,Education,Search Engine;Education,Internet Services;da4c193c-ffe6-2155-2e71-ffe99b388585
Mashed Life;mashedlife.com;Internet;Internet Services;da4f2e52-634e-f746-7129-4f248e58fd47
Briteclick;briteclick.com;Information Technology,Search Engine,Semantic Web;Information Technology,Internet Services;daa1ad8a-abdd-633e-9e36-488ad84ccdea
Infectious;infectious.com;Art,iOS,Manufacturing;Manufacturing,Media and Entertainment,Mobile,Platforms,Software;dab3a0d7-6181-8405-2d82-81ef393138ba
Thug Design;thugdesign.com;Consulting,Consumer Electronics,Software;Consumer Electronics,Hardware,Software;dac2866c-2b94-da5d-42bf-b0cd25762afe
CAMP3;camp3.io;Agriculture,AgTech,Apps,Artificial Intelligence,Cloud Infrastructure,Consulting,Google Glass,Machine Learning,Mobile,Retail Technology,Wireless;Agriculture and Farming,Apps,Artificial Intelligence,Commerce and Shopping,Consumer Electronics,Data and Analytics,Hardware,Internet Services,Mobile,Platforms,Science and Engineering,Software;dadad156-f536-8eb6-4f60-ebe7fe49eac7
Shoeboxed;shoeboxed.com;Accounting,Online Portals,Payments;Financial Services,Internet Services,Payments,Professional Services;dadd9cc9-dfb3-d514-5109-88a14415072c
Chipkos;chipkos.com;E-Commerce,Internet;Commerce and Shopping,Internet Services;db309491-36c7-10f2-1f9c-2f7ef560bfbf
TuneWiki;tunewiki.com;Android,Developer Tools,iOS,Mobile,Music;Media and Entertainment,Mobile,Music and Audio,Platforms,Software;db55b728-9bb9-c543-ea4a-143eb20f3744
GeoReach Network;georeachnetwork.com;App Marketing,Apps,Location Based Services,Messaging,SMS,Social Media,Social Media Advertising,Software;Advertising,Apps,Data and Analytics,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Navigation and Mapping,Sales and Marketing,Software;db7c1e15-fd1f-0f54-2d3d-e14e79a836de
Conversica;conversica.com;Artificial Intelligence,Enterprise Software,Machine Learning,Marketing Automation,Natural Language Processing,SaaS,Sales Automation,Software;Artificial Intelligence,Data and Analytics,Information Technology,Sales and Marketing,Science and Engineering,Software;dba79a67-dedc-305f-dde0-88d08a5385fb
Jet Set Studio;jetsetstudio.net;Developer Platform,Gaming,Video Games;Gaming,Software;dbb2ba23-343a-d988-8412-29e9ef31c287
OpenCuro Inc.;opencuro.com;E-Commerce,Mobile Payments,Payments;Commerce and Shopping,Financial Services,Mobile,Payments,Software;dbbcde02-7ada-1988-e42a-50325162453e
PV Media Group;pvmediagroup.com;Ad Network,Advertising,Social Media;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;dc345c00-10e9-0486-386c-eb9a359f8d4b
fanBunker;fanbunker.com;Sports,Web Hosting;Internet Services,Sports;dc877b6f-06db-2308-a174-10ba958da55b
Unype;unype.com;Enterprise Software,Mobile Apps,Web Hosting;Apps,Internet Services,Mobile,Software;dc9d2ad9-4735-5693-a3c7-16bf2f255a2e
Grazitti Interactive;grazitti.com;Big Data,Business Intelligence,Communities,Content Marketing,CRM,Digital Marketing,Marketing Automation,SaaS,Web Design,Web Development;Community and Lifestyle,Data and Analytics,Design,Information Technology,Sales and Marketing,Software;dcc2c8c3-6c6a-1cbb-e0c1-80027efe00cc
GreenSherpa;greensherpa.com;Financial Services,Mobile,Personal Finance;Financial Services,Mobile;dd3b0058-c948-0579-d764-015e50716be5
Bluefin Payment Systems;bluefin.com;Cyber Security,Finance,FinTech,Telecommunications;Financial Services,Hardware,Information Technology,Privacy and Security;dd6dcae5-f0ff-fe60-0514-291f9abae835
Campus Venture Network;studentbusinesses.com;Education,SaaS,Web Hosting;Education,Internet Services,Software;dd8eba26-c123-2fff-60dd-c8e7a069506e
Accupoint Software;accupointsoftware.com;Software;Software;ddce053e-c690-335b-cf21-e5d23f215114
Latisys;latisys.com;Cloud Computing,Information Technology,Outsourcing,Web Hosting;Information Technology,Internet Services,Professional Services,Software;ddf123ed-3dd8-8b25-83d9-4c9680ed2f54
Green Phosphor;greenphosphor.com;Analytics,Artificial Intelligence,Virtual World;Artificial Intelligence,Community and Lifestyle,Data and Analytics,Media and Entertainment,Science and Engineering,Software;de1301b3-30e8-4601-59f6-13988b4ab8c4
Birdpost;birdpost.com;Cloud Computing,Database,Mobile Apps;Apps,Data and Analytics,Internet Services,Mobile,Software;dec85e93-dd5a-04e7-2254-698a30440eea
Share Your Offce;shareyouroffice.com;Commercial Real Estate,Coworking,File Sharing;Real Estate,Software;decbe0e0-43c4-b74d-5a6b-bb03ab345910
Digital Scientists;digitalscientists.com;Apps,E-Commerce,Mobile;Apps,Commerce and Shopping,Mobile,Software;df37b2ef-8329-6578-94f2-e4286d2ff909
Moonshado;moonshado.com;Messaging,Mobile,Peer to Peer;Information Technology,Internet Services,Messaging and Telecommunications,Mobile;df689822-eb68-102f-50f9-73770b22bf74
Lupeer;lupeer.com;Advertising,Lead Generation,Marketing,SEO,Web Design;Advertising,Design,Internet Services,Sales and Marketing;df702702-2e83-140d-db9c-947259de3e28
Huddler;huddler.com;Internet,Mobile,SaaS;Internet Services,Mobile,Software;df7fa96a-d975-8ab2-a837-258d63acdbf2
raw engineering;raweng.com;Android,Blogging Platforms,Cloud Computing,iOS,Mobile,Software,Web Development;Content and Publishing,Internet Services,Media and Entertainment,Mobile,Platforms,Software;dfce4846-7e9e-66bc-4ef7-d494062ef88a
ATOM;theatomgroup.com;Apps,Brand Marketing,Consulting,Content,Marketing,Mobile,Mobile Apps,Software,Web Development;Apps,Media and Entertainment,Mobile,Sales and Marketing,Software;dfd732ce-ead5-71f7-4989-c303082ae03e
Trefis;trefis.com;Analytics,Finance,Information Services,Stock Exchanges,Web Browsers;Data and Analytics,Financial Services,Information Technology,Internet Services,Lending and Investments,Software;e01e929e-3a3b-dbe6-dd3c-b24210d58a82
VII NETWORK;viimed.com;Health Care,Information Technology,Software;Health Care,Information Technology,Software;e03c5de5-03dc-8f06-4c32-a44c3a591839
Social27;social27.com;EdTech,Education,Enterprise Software,Events;Education,Events,Media and Entertainment,Software;e06360cc-a7e1-9cd8-6008-4704b5d2fffa
Blue Ridge;blueridgeglobal.com;Analytics,Logistics,Supply Chain Management;Data and Analytics,Transportation;e066c72c-360b-960f-088f-f7a94dcaf209
Zecter;zecter.com;Document Management,File Sharing,Web Hosting;Information Technology,Internet Services,Software;e0d5f42a-4de2-7abb-c796-3aa8310d2b25
FutonMedia;futonmedia.com;Application Performance Management,Digital Media,Social Media;Data and Analytics,Internet Services,Media and Entertainment,Software;e1292e6e-f50a-f88c-86e7-5965b4c9a8aa
Powerhouse Dynamics;powerhousedynamics.com;Analytics,Big Data,Energy,Energy Management,Information Technology,Internet of Things;Data and Analytics,Energy,Information Technology,Internet Services;e18fdbfc-cbee-2e14-668a-406484d43fa5
Rollbase;progress.com;Cloud Computing,Enterprise Software,PaaS,SaaS;Internet Services,Software;e1aba49b-51e3-7a0a-42a2-bfccf6772c83
KARALIT;karalit.com;Software;Software;e213ae3c-715f-bfcb-897a-15f6de46abf9
NEO LMS;neolms.com;EdTech,Education,Software;Education,Software;e22f2c89-3422-6f7e-ce23-cb30caa6fbd1
PAX Labs, Inc.;paxvapor.com;Consumer Electronics,Marijuana,Personal Health;Community and Lifestyle,Consumer Electronics,Food and Beverage,Hardware,Health Care;e2481314-15d5-99cc-2c1b-86a7d4b1df2a
We The Media;wtmworldwide.com;Apps,Consulting,Internet,Mobile;Apps,Internet Services,Mobile,Software;e25f9fa4-8e4e-f3b7-b441-cc4f700017cb
Cucku;stackhash.com;Enterprise Software,Home and Garden,Online Portals;Internet Services,Real Estate,Software;e27a0b09-cf4e-db62-0c81-caa067c698c1
Neova Tech Solutions;neovasolutions.com;Information Technology;Information Technology;e2eeec5a-6d40-4efb-ab15-ff3271eb8f64
Mobedia Telecom;we-buzz.com;Mobile;Mobile;e31faf8f-39f3-6319-e06a-26e469ef2a9e
KnowledgeBid;knowledgebid.com;Web Hosting;Internet Services;e3790d0f-883e-d140-b23e-63760db98b27
FYIndOut;fyindout.com;Enterprise Software,Social Bookmarking,Social Media;Internet Services,Media and Entertainment,Software;e38cd763-6e27-78b2-e381-41a37df0cf26
Montage;montagetalent.com;Enterprise Software,SaaS,Video;Media and Entertainment,Software,Video;e396e73c-93df-925f-53f0-0e185ad18755
AlertEnterprise;alertenterprise.com;Enterprise,Identity Management,Security;Information Technology,Privacy and Security;e413d660-fde0-53bb-2a3c-3964e58f9579
Scripteen;scripteen.com;Software;Software;e4215609-bdf2-7d3c-abdb-5a3b3b9b6276
Business and Technology Strategies;bizntechstrategies.com;Business Development,Consulting,Telecommunications,Web Hosting;Hardware,Internet Services;e4408ebc-88c9-ccb8-09f4-59f6b51ceb78
Rightpoint;rightpoint.com;Consulting,Information Technology,Web Development;Information Technology,Software;e4859411-d5d9-2688-a4cc-0a2e5136f5e5
AppCentral, Inc.;appcentral.com;Android,Enterprise Software,iOS,Mobile;Mobile,Platforms,Software;e49d1031-2c51-229d-20ab-2af59b7b563c
CaptainU;captainu.com;Software;Software;e4b1dc5a-e5ec-70cd-8a66-8dd95c46b29d
Vio Distribution;viodistribution.com;Apps,Logistics,Mobile,Music,Wireless;Apps,Hardware,Media and Entertainment,Mobile,Music and Audio,Software,Transportation;e5041cfe-3033-e90e-a837-f55002d915e5
Vator;vator.tv;Knowledge Management,Marketplace,Social Media;Commerce and Shopping,Internet Services,Media and Entertainment;e5385c89-ad9a-7f5a-eecb-e8d28e8eedf7
Togetherville;togetherville.com;Apps,Children,Internet,Parenting,Private Social Networking;Apps,Community and Lifestyle,Internet Services,Software;e53e5d70-b1a3-74f2-1cb5-fb1d33c408e8
AwarenessHub;awarenesshub.com;Analytics,Cloud Computing,Social Media Marketing;Data and Analytics,Internet Services,Sales and Marketing,Software;e573b22e-05ff-9505-4fe4-eeb7076b9850
Compendium;compendium.com;Blogging Platforms,Software;Content and Publishing,Media and Entertainment,Software;e5b10a40-0b9c-7f42-1a1b-aca0ea3794e7
SideReel;sidereel.com;News,Video,Web Hosting;Content and Publishing,Internet Services,Media and Entertainment,Video;e6b80b7c-85ec-c6ff-a48d-dda420358e17
MixMatchMusic;mixmatchmusic.com;Art,Collaboration,Internet,Music;Internet Services,Media and Entertainment,Music and Audio;e77e6def-1659-a615-94ef-9c7179d159cd
Urgent Career;urgentcareer.com;Analytics,Career Planning,Employment;Data and Analytics,Professional Services;e79a3c10-539e-90c4-f1a7-14b9ebbb6a02
Onehub;onehub.com;Collaboration,Document Management,Enterprise Software,File Sharing;Information Technology,Software;e7a3e53c-ee11-60cb-4fe7-9700de94fae1
Conduit Labs;;Developer Tools,Enterprise Software,Internet of Things;Internet Services,Software;e8354f91-842e-a4e9-cb7f-dab069c6c650
Zumeo.com;zumeodesign.com;Employment,Internet,Recruiting,Social Media;Internet Services,Media and Entertainment,Professional Services;e8730b12-cf78-60b2-e1ac-7c149911f69d
Instant TV;instant.tv;Developer Tools,Web Development;Software;e8790432-d4f7-5f7f-abc2-831077c747ef
Netkiller Inc.;netkiller.com;Apps,Cloud Computing,CRM,Enterprise Software,Software;Apps,Information Technology,Internet Services,Sales and Marketing,Software;e8944377-94c6-64dd-8de9-565037006aca
Evolven Software;evolven.com;Analytics,Enterprise Software,Information Technology;Data and Analytics,Information Technology,Software;e8afad4b-7956-84a6-8ecb-88ecc02b7abb
ONCALLERS;oncallers.com;Electronics,iOS,Service Industry;Consumer Electronics,Hardware,Mobile,Platforms,Software;e8c51276-6b7d-1569-ad9b-9ef1e70442dc
Cmune;cmune.com;Android,iOS,Mobile;Mobile,Platforms,Software;e909c706-6089-6185-106b-d5c9c0e92031
The BabyPlus Company LLC;babyplus.com;Hardware,Health Care,Parenting,Wearables;Community and Lifestyle,Consumer Electronics,Hardware,Health Care;e94c6692-c188-06f2-d811-3a5172474922
Mpayy;mpayy.com;Billing,E-Commerce,Mobile Payments,Payments;Commerce and Shopping,Financial Services,Mobile,Payments,Software;e97e9efa-f7df-5d48-0e6f-a648e68e2260
ExtendMD;extendmd.com;Health Care,Public Relations,Web Development;Health Care,Sales and Marketing,Software;e9e4e5b9-8960-6892-b722-85702ce836ff
Anaptyx;anaptyx.com;Wireless;Hardware,Mobile;eab31749-1ade-4e35-a88d-9a4902b1dbad
The Search Works;searchworksgroup.com;Digital Media,SEO;Internet Services,Media and Entertainment,Sales and Marketing;eaedbe90-b48d-22a2-fde5-b1ef47994359
Blue Bridge Technologies;bb-tech.eu;Information Services,Information Technology,Internet;Information Technology,Internet Services;eb3025d6-9765-7637-4d13-7b3b4ca001af
Q.branch;q-branch.com;Business Development,Consulting,Information Technology;Information Technology;eb4d921b-9afa-96aa-7caf-e891ebea0c86
Hughes Telematics;hughestelematics.com;Automotive,Mobile,Wireless;Hardware,Mobile,Transportation;eb76e915-95a8-df9b-fb6a-71caabeb40e9
MyCityFaces;mycityfaces.com;Advertising,Local,Search Engine,Social Media;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;ebc60168-7065-ad13-6633-037965d2ddde
Scour;scour.com;Local,Search Engine;Internet Services;ebe32ac4-f299-2c01-f1e4-eb95c2a86b56
Gamzio Mobile, Inc.;gamzio.com;Mobile;Mobile;ebfc12a1-9001-b300-3789-1c7168cae567
DigitalArmm;digitalarmm.com;Advertising,Analytics,Big Data,Business Intelligence;Advertising,Data and Analytics,Sales and Marketing;ec6520dc-fc91-61e5-70a1-7a24caf7c822
Liazon;liazon.com;Business Development,Enterprise Software,FinTech,Insurance;Financial Services,Software;ec7ae79e-e27e-65f1-51a1-c063ef6304b3
velos;velos.io;Ad Network,Advertising,Analytics,Artificial Intelligence,Health Care,Information Technology,Machine Learning;Advertising,Artificial Intelligence,Data and Analytics,Health Care,Information Technology,Sales and Marketing,Science and Engineering,Software;eca436fb-fc1d-9073-15f8-c70a7da55702
Tynt;tynt.com;E-Commerce,Messaging,Social Media;Commerce and Shopping,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications;ecb3e125-fa19-dfe9-f7aa-cec7c62b3243
Nano Game Studio;nanostudio.com.br;Mobile;Mobile;eccd544d-be0a-6346-9564-d95ca4d5d756
ClouidIO;;Cloud Computing,Telecommunications;Hardware,Internet Services,Software;eceeafdb-cb3a-ae5e-90c5-8d40b24dd6ff
drop.io;drop.io;EdTech,Education,Email,File Sharing,Finance,FinTech,Flash Storage,Mobile;Education,Financial Services,Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Software;ed13a077-a922-015c-4c4e-3109e1f747ea
FreeWheel;freewheel.tv;Advertising,Enterprise Software,Video;Advertising,Media and Entertainment,Sales and Marketing,Software,Video;ed276d81-2b0e-b9af-d7ac-5419eef11f2b
Atebits;atebits.com;Apps,iOS,Software;Apps,Mobile,Platforms,Software;ed39f724-957c-c66f-2ef3-20a13a401a29
AssertID;assertid.com;Security;Privacy and Security;edbeb88d-4848-6153-6637-ac57cb6e21f3
GoCrossCampus;gocrosscampus.com;MMO Games,Universities;Gaming;ee31b2dd-fd63-992c-5c98-7b12fa1b9c61
iCrederity;icrederity.com;Identity Management,Non Profit,Security;Information Technology,Privacy and Security;ee6baf52-469d-8cc7-7859-d2da61bfd6e7
SiteWit;sitewit.com;Lead Generation,Lead Management,Marketing Automation,Search Engine,SEM;Advertising,Internet Services,Sales and Marketing,Software;ee8616e6-3b48-0324-9240-a5ece36e268d
ReceiptMatch;receiptmatch.com;Finance,Mobile,Productivity Tools,Shopping;Commerce and Shopping,Financial Services,Mobile,Software;ee96f20c-19c3-cf18-e428-e3f59ef6015d
rVita;rvita.com;Fitness,Health Care,Information Technology,Internet;Health Care,Information Technology,Internet Services,Sports;eea573c0-cc7c-f044-c756-e832ca298cbd
GuzzMobile;guzzmobile.com;Mobile,SMS,Web Development;Internet Services,Messaging and Telecommunications,Mobile,Software;eec1f317-0b7a-9c33-0b19-961efe6f2975
UpClear;upclear.com;SaaS,Software;Software;ef10130f-360b-5bb0-dc9b-b8a9fb0b7a7b
The Brainchild Group;thebrainchildgroup.com;Consulting,Semantic Search,SEO,Social Media Marketing;Internet Services,Sales and Marketing;ef89527b-cb2c-3be8-3b66-26536f15d712
MojoTech;mojotech.com;Android,Apps,Consulting,Developer Tools,iOS,Mobile,Product Design,Software,Web Development;Apps,Design,Mobile,Platforms,Software;efe8da80-51b3-954e-4f74-5159294f75ac
Topsy Labs;topsy.com;Analytics,Internet,Real Time,Search Engine,Social Media;Data and Analytics,Internet Services,Media and Entertainment;f0692b5b-df16-1e1b-9187-2c1626d87227
theMIX agency;themixagency.com;Brand Marketing,Cloud Computing,Consulting,Events,Mobile,Public Relations,Social Media;Events,Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Software;f087ed1f-2e54-2aa8-03eb-5c42297b83ac
Evostor;virsto.com;Cloud Storage,Data Storage,Software;Hardware,Internet Services,Software;f0fec71d-0c81-5d1a-be6c-f5abd145395f
Biotectix;biotectix.com;Hardware,Manufacturing,Medical Device;Hardware,Health Care,Manufacturing;f17b5f05-2ee8-6370-f633-bc6a52308084
BrainFall.com, Inc.;brainfall.com;Social Media;Internet Services,Media and Entertainment;f18c4c5d-be60-c91c-6b6f-a454d4fe6ecb
NativeTung;nativetung.com;Enterprise Software,Local,Real Time;Software;f199f0a5-7390-aa8e-68d6-2413b538dedb
Mixx;mixx.com;Developer Tools,Social Bookmarking,Social Media;Internet Services,Media and Entertainment,Software;f230a263-9949-d58f-80e0-00611953a1b6
Reviewspotter;reviewspotter.com;Developer Tools,E-Commerce;Commerce and Shopping,Software;f23c6f4a-16fe-450d-4a59-574f2f92eb3b
Think Brilliant Media Studios;thinkbrilliant.com;Web Development;Software;f24e7a4d-dbf5-b682-a323-62607d2db33f
WrightIMC;wrightimc.com;Search Engine,SEM;Advertising,Internet Services,Sales and Marketing;f26a76a8-d865-7d51-d069-8383e98120e9
Wizzerdwerks Enterprises;wizzerdwerks.com;Web Hosting;Internet Services;f26fbdf2-e698-343b-787e-880377c03264
WishListing;wishlisting.com;E-Commerce,Shopping,Software;Commerce and Shopping,Software;f27091bc-ab78-ddc0-3838-74c8bca233d2
Artlog;artlog.com;Art,Blogging Platforms,Content,Photography,Software;Content and Publishing,Media and Entertainment,Software;f2e4f7b4-014c-cae9-54cb-a01b61cd5533
Xima Software;ximasoftware.com;Telecommunications;Hardware;f36036d6-9d8b-47f3-9219-a12ae1d0c2fb
MarketFactory;marketfactory.com;Finance,FinTech,Software;Financial Services,Software;f3e6374a-7005-7d69-980e-d60903e040ca
Developer Camp;devca.mp;Hardware,Mobile,Software,Web Development;Hardware,Mobile,Software;f438d741-08bf-a66f-b5b9-4e17204c6cfc
Taptu;taptu.com;Mobile Devices,News,Social;Consumer Electronics,Content and Publishing,Hardware,Media and Entertainment,Mobile;f43e16af-b089-5880-c63c-d1f11964fa66
TeacherTube;teachertube.com;EdTech,Education,Video,Video on Demand;Education,Media and Entertainment,Software,Video;f454f390-61e6-459d-6e03-dfd6edc6a2cb
GlobalPitch;globalpitch.com;Search Engine;Internet Services;f558e1e5-84f7-72f2-0b70-8a080a10dfac
give2gether;give2gether.com;Crowdfunding,Non Profit,SaaS,Software;Financial Services,Software;f58234cb-dc94-ea76-1566-ae8a2750471b
inTALK;intalk.com;Mobile,VoIP;Information Technology,Internet Services,Messaging and Telecommunications,Mobile;f5e344c2-35af-aa2e-7d0f-2a3e3803f2f5
Wordfence;wordfence.com;Cyber Security,Software;Information Technology,Privacy and Security,Software;f674609d-e871-4751-b723-8c4b4dbf7e40
Pelotonics;pelotonics.com;File Sharing,Project Management,Software;Software;f67f2704-4012-1be9-7dc0-3b8be995b924
NutshellMail;nutshellmail.com;Email,Software;Information Technology,Internet Services,Messaging and Telecommunications,Software;f6901449-7f2f-36be-d964-66f8533f661d
Localize Internet Marketing;localizeinternetmarketing.com;Advertising,Local Advertising,Semantic Search,SEO,Small and Medium Businesses;Advertising,Internet Services,Sales and Marketing;f69ea1f1-aa4b-1eae-b851-940d25786b46
LoopFuse;loopfuse.com;Advertising,CRM,Marketing Automation;Advertising,Information Technology,Sales and Marketing,Software;f737c3e4-e6d8-d17a-7b7b-9a40de99afab
Vegtaste;vegtaste.com;Blogging Platforms,News,Web Hosting;Content and Publishing,Internet Services,Media and Entertainment;f75eeccc-2da5-08b9-83c5-ebfb59f62494
AKVARR Inc;akvarr.com;Software;Software;f7e74150-0ed4-27b1-7b68-12ffae2cee40
SocketLabs;socketlabs.com;Email Marketing,Software;Sales and Marketing,Software;f872886e-c2eb-8348-b894-39b144f07789
Agilex Technologies, Inc.;agilex.com;Analytics,Information Technology;Data and Analytics,Information Technology;f883aa54-ea76-495b-b82c-e8c2977ef8ab
PR Easy;preasy.com;SEM,SEO,Social Media Marketing;Advertising,Internet Services,Sales and Marketing;f903793a-fdc9-ce8f-4b6e-bb54c86fa7af
interclick;interclick.com;Advertising,Internet,Marketing;Advertising,Internet Services,Sales and Marketing;f95a9e4e-94ea-03a4-0c2f-6226ce6e80cc
Sleepy Giant;sleepygiant.com;Digital Entertainment,Gaming,Web Development;Gaming,Media and Entertainment,Software;f9d37f29-9d9d-8af5-7783-faf10557826c
Statista;statista.com;Analytics,Big Data,Enterprise Software;Data and Analytics,Software;fa1a83cd-09ac-8078-b401-aaf1aecc355a
Less Everything;lesseverything.com;Advertising,Apps,Open Source,SaaS,Semantic Search,Social Media,Web Design,Web Development;Advertising,Apps,Design,Internet Services,Media and Entertainment,Sales and Marketing,Software;fa350bdc-0ed7-03c1-cb03-a2b2c73a0faa
MobiDough;mobidough.com;Enterprise Software,Information Technology,Service Industry;Information Technology,Software;fa75f0bb-4146-2480-46c0-ba715c302165
Weplay;weplay.com;Communities,Social Media,Sports;Community and Lifestyle,Internet Services,Media and Entertainment,Sports;fabe9561-05d8-3f24-9d84-4fa4e3b0966b
MJD Interactive;mjdinteractive.com;Content,Marketing,Mobile,Web Design,Web Development;Design,Media and Entertainment,Mobile,Sales and Marketing,Software;fae71ac2-4dc2-c7ec-3cca-2a485a68160e
Go Forward Media;goforwardmedia.com;Consulting,Publishing,Social Media;Content and Publishing,Internet Services,Media and Entertainment;fb2152a8-4918-1ba0-e1fc-37523abd145f
